age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y;ID
43;management;married;tertiary;no;1712;yes;no;cellular;14;may;254;11;-1;0;nonexistent;no;22916
35;technician;married;tertiary;no;-269;yes;yes;cellular;14;may;344;4;-1;0;nonexistent;no;22917
58;services;married;primary;no;2946;yes;no;cellular;14;may;467;1;-1;0;nonexistent;yes;22918
33;admin.;single;secondary;no;223;yes;yes;cellular;14;may;15;11;352;4;failure;no;22919
54;admin.;single;secondary;no;3344;yes;no;cellular;14;may;12;8;-1;0;nonexistent;no;22920
27;blue-collar;married;secondary;no;1028;yes;yes;cellular;14;may;580;1;329;1;failure;no;22921
35;blue-collar;married;secondary;no;257;yes;no;cellular;14;may;186;1;-1;0;nonexistent;no;22922
33;management;single;tertiary;no;283;yes;no;cellular;14;may;40;1;-1;0;nonexistent;no;22923
26;blue-collar;single;primary;no;619;yes;yes;cellular;14;may;720;1;352;1;failure;no;22924
36;services;married;secondary;no;3988;yes;yes;cellular;14;may;141;1;-1;0;nonexistent;no;22925
44;blue-collar;married;secondary;no;-182;yes;yes;cellular;14;may;10;10;-1;0;nonexistent;no;22926
37;services;divorced;secondary;no;241;yes;no;cellular;14;may;189;1;371;1;failure;no;22927
37;technician;single;secondary;no;2139;yes;no;cellular;14;may;146;3;-1;0;nonexistent;no;22928
33;blue-collar;married;primary;no;149;yes;no;cellular;14;may;21;2;-1;0;nonexistent;no;22929
31;services;married;secondary;no;179;yes;no;cellular;14;may;365;1;351;1;failure;no;22930
33;technician;single;secondary;no;1733;yes;no;cellular;14;may;895;3;-1;0;nonexistent;no;22931
32;management;married;tertiary;no;62;yes;no;cellular;14;may;166;1;-1;0;nonexistent;no;22932
31;blue-collar;single;secondary;no;982;yes;no;cellular;14;may;182;1;-1;0;nonexistent;no;22933
32;services;single;secondary;no;159;yes;yes;cellular;14;may;46;1;-1;0;nonexistent;no;22934
32;technician;single;tertiary;no;13711;yes;no;cellular;14;may;638;1;175;3;success;no;22935
48;blue-collar;divorced;secondary;no;2071;no;no;cellular;14;may;127;1;-1;0;nonexistent;no;22936
39;blue-collar;single;secondary;no;523;yes;no;cellular;14;may;306;1;-1;0;nonexistent;no;22937
52;management;married;secondary;no;2216;yes;yes;cellular;14;may;161;1;332;8;failure;no;22938
49;blue-collar;married;secondary;no;-454;yes;no;cellular;14;may;558;1;-1;0;nonexistent;yes;22939
32;admin.;single;secondary;no;-133;yes;no;cellular;14;may;119;1;352;2;failure;no;22940
34;blue-collar;married;primary;no;-204;yes;no;cellular;14;may;61;6;-1;0;nonexistent;no;22941
33;management;married;tertiary;no;0;yes;yes;cellular;14;may;83;2;-1;0;nonexistent;no;22942
35;blue-collar;divorced;secondary;no;-566;yes;no;cellular;14;may;151;2;353;2;failure;no;22943
39;blue-collar;married;secondary;no;49;yes;no;cellular;14;may;566;1;370;2;failure;no;22944
33;blue-collar;married;secondary;no;1233;yes;no;cellular;14;may;141;1;-1;0;nonexistent;no;22945
28;admin.;married;secondary;no;84;yes;yes;cellular;14;may;287;1;-1;0;nonexistent;no;22946
29;admin.;single;secondary;no;25;yes;no;cellular;14;may;244;1;343;2;failure;no;22947
26;blue-collar;single;secondary;no;1006;yes;no;cellular;14;may;667;1;-1;0;nonexistent;yes;22948
38;services;married;secondary;no;934;yes;no;cellular;14;may;715;1;-1;0;nonexistent;yes;22949
38;blue-collar;divorced;secondary;no;2048;no;yes;cellular;14;may;123;1;-1;0;nonexistent;no;22950
31;blue-collar;married;secondary;no;125;yes;no;cellular;14;may;201;1;350;2;failure;no;22951
31;blue-collar;single;tertiary;no;328;yes;no;cellular;14;may;414;1;175;1;failure;no;22952
28;student;single;tertiary;no;170;no;no;telephone;14;may;16;5;-1;0;nonexistent;no;22953
37;management;single;tertiary;no;833;yes;no;cellular;14;may;212;1;-1;0;nonexistent;no;22954
31;blue-collar;married;primary;no;554;yes;no;cellular;14;may;317;1;352;5;failure;no;22955
44;blue-collar;married;secondary;no;500;yes;no;cellular;14;may;86;2;304;2;failure;no;22956
32;blue-collar;married;secondary;no;22;yes;no;cellular;14;may;145;1;-1;0;nonexistent;no;22957
32;blue-collar;married;secondary;no;1914;yes;no;cellular;14;may;532;1;358;1;failure;no;22958
52;admin.;divorced;secondary;no;1135;yes;no;cellular;14;may;248;1;-1;0;nonexistent;no;22959
47;admin.;divorced;secondary;no;980;yes;no;cellular;14;may;158;1;-1;0;nonexistent;no;22960
41;blue-collar;married;secondary;no;14;yes;no;cellular;14;may;161;3;-1;0;nonexistent;no;22961
30;student;single;tertiary;no;31;yes;no;cellular;14;may;23;1;-1;0;nonexistent;no;22962
40;services;married;secondary;no;438;yes;no;telephone;14;may;276;1;-1;0;nonexistent;no;22963
36;management;married;tertiary;no;242;yes;no;cellular;14;may;20;1;-1;0;nonexistent;no;22964
38;admin.;married;secondary;no;66;yes;no;cellular;14;may;51;1;365;7;failure;no;22965
35;blue-collar;married;primary;no;602;yes;no;cellular;14;may;467;6;-1;0;nonexistent;no;22966
36;management;married;tertiary;no;532;yes;no;cellular;14;may;603;1;-1;0;nonexistent;no;22967
28;services;married;primary;no;3;yes;no;cellular;14;may;9;1;-1;0;nonexistent;no;22968
36;admin.;divorced;secondary;no;869;yes;no;cellular;14;may;102;1;350;1;failure;no;22969
49;blue-collar;married;tertiary;no;1769;yes;no;cellular;14;may;283;2;-1;0;nonexistent;no;22970
54;services;married;primary;no;8;yes;no;cellular;14;may;143;1;-1;0;nonexistent;no;22971
44;admin.;divorced;secondary;no;2999;yes;no;cellular;14;may;717;1;-1;0;nonexistent;yes;22972
28;blue-collar;single;secondary;no;61;yes;no;cellular;14;may;428;3;-1;0;nonexistent;no;22973
43;blue-collar;divorced;secondary;no;688;yes;no;cellular;14;may;149;3;-1;0;nonexistent;no;22974
43;blue-collar;married;secondary;no;117;yes;no;cellular;14;may;73;1;370;1;failure;no;22975
47;technician;married;secondary;no;417;yes;no;cellular;14;may;94;1;-1;0;nonexistent;no;22976
43;blue-collar;single;secondary;no;592;yes;no;cellular;14;may;260;1;-1;0;nonexistent;no;22977
38;management;single;tertiary;no;-119;yes;no;cellular;14;may;185;1;-1;0;nonexistent;no;22978
23;blue-collar;married;secondary;no;0;yes;no;cellular;14;may;223;1;-1;0;nonexistent;no;22979
36;management;single;tertiary;no;85;no;no;cellular;14;may;76;1;-1;0;nonexistent;no;22980
56;blue-collar;married;primary;no;828;yes;no;cellular;14;may;214;1;349;1;failure;no;22981
40;retired;divorced;primary;no;919;yes;no;cellular;14;may;103;2;-1;0;nonexistent;no;22982
26;admin.;single;secondary;no;66;yes;no;cellular;14;may;451;1;339;3;failure;no;22983
29;technician;single;secondary;no;500;yes;no;cellular;14;may;273;3;-1;0;nonexistent;no;22984
31;self-employed;single;tertiary;no;17924;yes;no;cellular;14;may;745;1;174;3;failure;yes;22985
55;blue-collar;divorced;primary;no;8180;no;no;cellular;14;may;854;2;360;1;failure;yes;22986
48;blue-collar;married;secondary;no;503;yes;no;cellular;14;may;105;1;-1;0;nonexistent;no;22987
34;blue-collar;married;secondary;no;2436;yes;no;cellular;14;may;8;7;-1;0;nonexistent;no;22988
44;admin.;single;secondary;no;275;yes;no;cellular;14;may;7;5;367;4;failure;no;22989
32;management;married;tertiary;no;2431;yes;no;cellular;14;may;646;5;-1;0;nonexistent;yes;22990
49;blue-collar;single;primary;no;87;yes;no;telephone;14;may;162;2;-1;0;nonexistent;no;22991
37;technician;married;secondary;no;720;yes;no;cellular;14;may;365;6;36;3;failure;no;22992
37;admin.;divorced;secondary;no;0;yes;yes;cellular;14;may;17;7;-1;0;nonexistent;no;22993
40;unemployed;married;secondary;no;270;yes;no;cellular;14;may;255;2;345;1;failure;no;22994
43;management;married;primary;no;62;yes;no;cellular;14;may;133;1;300;3;failure;no;22995
37;admin.;single;secondary;no;9;yes;no;cellular;14;may;165;1;-1;0;nonexistent;no;22996
35;services;married;secondary;no;341;yes;no;cellular;14;may;345;1;-1;0;nonexistent;yes;22997
48;blue-collar;divorced;primary;no;194;yes;no;cellular;14;may;263;1;-1;0;nonexistent;no;22998
35;admin.;married;secondary;no;3863;yes;no;cellular;14;may;125;1;175;1;failure;no;22999
50;blue-collar;divorced;primary;no;1629;yes;no;cellular;14;may;67;1;-1;0;nonexistent;no;23000
31;services;married;secondary;no;640;yes;no;cellular;14;may;411;2;-1;0;nonexistent;no;23001
35;management;single;tertiary;no;-146;yes;no;cellular;14;may;279;1;266;1;failure;no;23002
35;blue-collar;single;secondary;no;4963;yes;no;cellular;14;may;456;1;300;1;failure;yes;23003
33;blue-collar;married;secondary;no;705;yes;no;cellular;14;may;112;2;-1;0;nonexistent;no;23004
35;services;single;secondary;no;35;yes;no;cellular;14;may;152;1;-1;0;nonexistent;no;23005
31;admin.;married;secondary;no;8781;yes;no;cellular;14;may;680;1;177;1;success;yes;23006
28;blue-collar;married;secondary;no;373;yes;no;cellular;14;may;10;9;344;1;failure;no;23007
39;technician;single;secondary;no;1355;yes;no;cellular;14;may;1180;1;-1;0;nonexistent;yes;23008
39;management;single;tertiary;no;3202;yes;no;cellular;14;may;14;8;-1;0;nonexistent;no;23009
29;admin.;married;secondary;no;6429;yes;yes;cellular;14;may;535;1;352;2;failure;no;23010
49;entrepreneur;divorced;secondary;no;816;yes;no;cellular;14;may;12;7;-1;0;nonexistent;no;23011
38;technician;single;secondary;no;1211;yes;no;cellular;14;may;498;1;358;1;success;no;23012
53;services;divorced;primary;no;146;yes;no;cellular;14;may;149;1;370;1;failure;no;23013
28;services;married;secondary;no;0;yes;no;telephone;14;may;62;7;-1;0;nonexistent;no;23014
50;blue-collar;married;secondary;no;-581;yes;no;cellular;14;may;877;2;345;5;failure;no;23015
40;admin.;single;primary;no;846;yes;no;cellular;14;may;204;1;-1;0;nonexistent;no;23016
48;admin.;divorced;secondary;no;-407;yes;no;cellular;14;may;210;2;352;1;failure;no;23017
54;retired;married;secondary;no;1139;yes;no;cellular;14;may;155;1;177;7;failure;no;23018
28;admin.;divorced;secondary;no;-504;yes;yes;cellular;14;may;578;1;-1;0;nonexistent;yes;23019
59;management;married;tertiary;no;2260;yes;no;cellular;14;may;303;1;-1;0;nonexistent;no;23020
31;blue-collar;single;secondary;no;183;yes;no;cellular;14;may;258;1;300;1;success;no;23021
55;management;married;primary;no;366;yes;no;cellular;14;may;161;1;364;1;failure;no;23022
26;admin.;single;secondary;yes;-930;yes;no;cellular;14;may;786;1;-1;0;nonexistent;yes;23023
29;management;single;tertiary;no;21;yes;no;cellular;14;may;107;4;371;3;failure;no;23024
46;management;divorced;tertiary;no;233;yes;yes;cellular;14;may;57;4;-1;0;nonexistent;no;23025
48;blue-collar;married;primary;no;214;yes;yes;cellular;14;may;307;1;177;2;failure;yes;23026
39;technician;single;secondary;no;-237;yes;no;cellular;14;may;64;2;-1;0;nonexistent;no;23027
42;blue-collar;single;primary;no;22;yes;no;cellular;14;may;116;4;365;1;failure;no;23028
35;blue-collar;married;primary;no;113;yes;no;cellular;14;may;318;3;-1;0;nonexistent;no;23029
30;technician;married;secondary;no;0;yes;no;cellular;14;may;47;3;-1;0;nonexistent;no;23030
23;admin.;single;secondary;no;21;yes;yes;cellular;14;may;183;3;-1;0;nonexistent;no;23031
25;student;single;secondary;no;963;yes;no;telephone;14;may;230;4;301;1;failure;no;23032
28;admin.;single;secondary;no;3;no;no;cellular;14;may;138;2;-1;0;nonexistent;no;23033
42;blue-collar;married;primary;no;142;yes;no;cellular;14;may;11;5;-1;0;nonexistent;no;23034
28;blue-collar;married;primary;no;206;yes;no;cellular;14;may;155;2;-1;0;nonexistent;no;23035
55;retired;married;secondary;no;785;yes;no;cellular;14;may;47;1;370;2;failure;no;23036
42;entrepreneur;married;secondary;no;718;yes;no;cellular;14;may;201;2;365;2;failure;no;23037
33;blue-collar;married;secondary;no;687;yes;no;cellular;14;may;72;2;370;1;failure;no;23038
39;management;married;tertiary;no;1090;yes;no;cellular;14;may;11;5;-1;0;nonexistent;no;23039
45;blue-collar;married;primary;no;345;yes;no;telephone;14;may;289;3;-1;0;nonexistent;no;23040
43;technician;married;secondary;no;38;yes;no;cellular;14;may;273;1;-1;0;nonexistent;no;23041
30;admin.;single;secondary;no;43;yes;no;cellular;14;may;91;1;370;2;failure;no;23042
40;blue-collar;married;primary;no;3705;yes;no;cellular;14;may;23;1;332;1;failure;no;23043
43;management;married;tertiary;no;-271;yes;yes;telephone;14;may;121;1;-1;0;nonexistent;no;23044
40;blue-collar;divorced;secondary;no;973;no;no;cellular;14;may;449;1;-1;0;nonexistent;yes;23045
50;management;married;secondary;no;125;yes;yes;cellular;14;may;8;5;-1;0;nonexistent;no;23046
30;blue-collar;married;secondary;no;15;yes;yes;cellular;14;may;524;1;370;2;failure;no;23047
37;blue-collar;married;primary;no;397;yes;no;telephone;14;may;13;5;-1;0;nonexistent;no;23048
46;blue-collar;married;secondary;no;431;yes;no;cellular;14;may;157;4;367;1;failure;no;23049
60;blue-collar;married;secondary;no;1407;yes;no;cellular;14;may;112;1;370;1;failure;no;23050
34;blue-collar;married;secondary;no;175;yes;no;cellular;14;may;50;2;364;2;failure;no;23051
43;entrepreneur;married;primary;no;2315;yes;yes;cellular;14;may;42;1;-1;0;nonexistent;no;23052
43;technician;single;secondary;no;214;yes;no;cellular;14;may;335;1;-1;0;nonexistent;no;23053
32;admin.;married;secondary;no;684;yes;no;cellular;14;may;607;3;-1;0;nonexistent;yes;23054
34;blue-collar;single;secondary;no;1351;yes;no;cellular;14;may;334;2;-1;0;nonexistent;no;23055
55;retired;married;primary;no;-966;no;yes;cellular;14;may;104;1;-1;0;nonexistent;no;23056
29;management;married;secondary;no;231;no;no;cellular;14;may;1075;1;14;1;failure;yes;23057
40;blue-collar;married;primary;no;637;yes;no;cellular;14;may;200;1;-1;0;nonexistent;no;23058
31;blue-collar;married;secondary;no;625;yes;no;cellular;14;may;137;3;-1;0;nonexistent;no;23059
37;technician;divorced;secondary;no;5957;yes;no;cellular;14;may;64;3;177;2;failure;no;23060
41;blue-collar;married;secondary;no;580;yes;no;cellular;14;may;874;1;363;1;failure;yes;23061
28;management;single;tertiary;no;1027;yes;no;cellular;14;may;433;1;-1;0;nonexistent;no;23062
31;management;married;tertiary;no;0;yes;no;cellular;14;may;215;1;-1;0;nonexistent;no;23063
31;technician;single;secondary;no;7567;no;no;cellular;14;may;287;1;276;2;failure;no;23064
51;blue-collar;single;secondary;no;708;yes;no;telephone;14;may;391;1;364;1;failure;no;23065
28;student;married;secondary;no;704;yes;yes;cellular;14;may;171;3;-1;0;nonexistent;no;23066
26;technician;single;tertiary;no;468;yes;no;cellular;14;may;221;2;364;1;failure;no;23067
47;admin.;married;secondary;no;1934;no;yes;cellular;14;may;225;1;364;1;failure;no;23068
36;management;married;secondary;no;1825;yes;no;cellular;14;may;24;1;346;1;failure;no;23069
28;admin.;married;secondary;no;22;yes;yes;cellular;14;may;523;2;-1;0;nonexistent;no;23070
32;blue-collar;married;secondary;no;-103;yes;no;cellular;14;may;298;1;-1;0;nonexistent;no;23071
38;services;single;primary;no;393;yes;no;cellular;14;may;200;1;-1;0;nonexistent;no;23072
30;blue-collar;married;primary;no;99;yes;no;telephone;14;may;93;1;-1;0;nonexistent;no;23073
33;technician;single;secondary;no;716;yes;no;cellular;14;may;234;2;-1;0;nonexistent;no;23074
38;blue-collar;married;primary;no;132;yes;no;cellular;14;may;797;2;-1;0;nonexistent;no;23075
36;technician;single;secondary;no;-206;yes;no;cellular;14;may;419;1;360;4;failure;no;23076
53;services;single;secondary;no;4778;yes;no;cellular;14;may;83;1;-1;0;nonexistent;no;23077
42;entrepreneur;married;tertiary;no;171;yes;no;cellular;14;may;135;1;176;5;failure;no;23078
51;management;divorced;tertiary;no;-256;yes;yes;cellular;14;may;97;1;-1;0;nonexistent;no;23079
39;admin.;divorced;secondary;no;1089;yes;no;cellular;14;may;128;1;-1;0;nonexistent;no;23080
45;entrepreneur;married;primary;no;276;yes;yes;cellular;14;may;586;1;364;1;failure;no;23081
34;management;married;tertiary;no;273;yes;no;cellular;14;may;492;1;175;2;failure;yes;23082
29;admin.;married;tertiary;no;111;no;no;cellular;14;may;208;1;-1;0;nonexistent;no;23083
54;blue-collar;married;primary;no;316;yes;no;cellular;14;may;240;1;-1;0;nonexistent;no;23084
27;blue-collar;married;secondary;no;1295;yes;no;cellular;14;may;1106;1;-1;0;nonexistent;no;23085
31;blue-collar;single;primary;no;538;yes;no;cellular;14;may;703;4;-1;0;nonexistent;no;23086
39;blue-collar;married;secondary;no;300;yes;no;cellular;14;may;506;1;-1;0;nonexistent;no;23087
39;blue-collar;married;secondary;no;-220;yes;no;cellular;14;may;282;1;352;2;failure;no;23088
32;blue-collar;single;secondary;no;811;yes;no;cellular;14;may;563;1;-1;0;nonexistent;yes;23089
23;blue-collar;single;secondary;no;1105;yes;no;cellular;14;may;377;1;-1;0;nonexistent;no;23090
42;blue-collar;single;primary;no;177;yes;no;cellular;14;may;174;2;-1;0;nonexistent;no;23091
47;self-employed;married;tertiary;no;3;yes;no;cellular;14;may;199;15;-1;0;nonexistent;no;23092
29;admin.;married;secondary;no;1761;yes;yes;cellular;14;may;175;1;-1;0;nonexistent;no;23093
33;management;married;primary;no;262;yes;no;cellular;14;may;386;3;-1;0;nonexistent;no;23094
42;self-employed;married;secondary;no;2;yes;no;cellular;14;may;51;5;-1;0;nonexistent;no;23095
37;admin.;divorced;secondary;no;141;yes;no;cellular;14;may;233;1;-1;0;nonexistent;no;23096
33;blue-collar;single;primary;no;60;yes;no;cellular;14;may;74;1;290;2;failure;no;23097
33;management;single;tertiary;no;-149;yes;no;cellular;14;may;111;1;296;3;failure;no;23098
58;self-employed;married;secondary;no;28318;yes;no;cellular;14;may;168;2;-1;0;nonexistent;no;23099
25;services;single;secondary;no;-107;yes;no;cellular;14;may;156;1;-1;0;nonexistent;no;23100
33;technician;single;secondary;no;287;yes;no;cellular;14;may;97;1;358;8;failure;no;23101
31;technician;single;secondary;no;23;yes;no;cellular;14;may;97;1;370;1;failure;no;23102
37;services;divorced;secondary;no;75;yes;no;cellular;14;may;160;1;-1;0;nonexistent;no;23103
39;services;single;secondary;no;1048;yes;no;cellular;14;may;149;1;-1;0;nonexistent;no;23104
34;admin.;married;primary;no;0;yes;yes;cellular;14;may;1020;1;-1;0;nonexistent;yes;23105
34;self-employed;single;tertiary;no;1272;yes;no;cellular;14;may;202;1;-1;0;nonexistent;no;23106
44;housemaid;married;primary;no;1342;yes;yes;telephone;14;may;112;2;370;2;failure;no;23107
53;management;married;tertiary;no;261;yes;no;telephone;14;may;154;2;336;2;failure;no;23108
24;blue-collar;married;primary;no;456;no;no;cellular;14;may;337;2;-1;0;nonexistent;no;23109
36;self-employed;divorced;tertiary;no;1354;yes;no;cellular;14;may;1723;1;356;2;success;yes;23110
33;services;single;secondary;no;-448;yes;no;cellular;14;may;95;2;-1;0;nonexistent;no;23111
58;blue-collar;divorced;primary;no;2246;yes;no;cellular;14;may;294;2;-1;0;nonexistent;no;23112
52;management;divorced;tertiary;no;482;yes;no;cellular;14;may;162;4;365;1;failure;no;23113
29;admin.;divorced;secondary;no;-254;yes;no;cellular;14;may;406;2;-1;0;nonexistent;yes;23114
46;blue-collar;married;secondary;no;312;yes;no;cellular;14;may;20;2;-1;0;nonexistent;no;23115
34;blue-collar;married;secondary;no;237;yes;no;cellular;14;may;115;3;-1;0;nonexistent;no;23116
36;blue-collar;divorced;primary;no;0;no;no;cellular;14;may;543;2;-1;0;nonexistent;no;23117
35;blue-collar;married;primary;no;422;yes;no;cellular;14;may;73;1;-1;0;nonexistent;no;23118
42;housemaid;single;primary;no;1179;yes;no;cellular;14;may;136;1;337;4;failure;no;23119
37;blue-collar;married;secondary;no;700;yes;no;cellular;14;may;138;1;-1;0;nonexistent;no;23120
33;housemaid;single;secondary;no;96;yes;no;cellular;14;may;30;6;-1;0;nonexistent;no;23121
45;blue-collar;married;secondary;no;1003;yes;no;cellular;14;may;444;1;-1;0;nonexistent;no;23122
26;services;married;secondary;no;864;yes;yes;cellular;14;may;466;1;-1;0;nonexistent;no;23123
48;blue-collar;divorced;secondary;no;65;yes;no;cellular;14;may;146;1;370;1;failure;no;23124
33;blue-collar;married;secondary;no;249;yes;no;cellular;14;may;7;7;287;4;failure;no;23125
36;blue-collar;married;secondary;no;779;yes;no;cellular;14;may;172;1;-1;0;nonexistent;no;23126
28;technician;married;secondary;no;58;yes;no;cellular;14;may;16;6;351;1;failure;no;23127
35;services;divorced;secondary;no;221;yes;no;cellular;14;may;150;1;360;1;failure;no;23128
27;blue-collar;married;secondary;no;-330;yes;yes;cellular;14;may;88;1;353;2;failure;no;23129
45;blue-collar;married;secondary;no;87;yes;no;cellular;14;may;96;1;360;3;failure;no;23130
46;blue-collar;divorced;secondary;no;1074;yes;no;cellular;14;may;277;2;-1;0;nonexistent;no;23131
34;management;single;tertiary;no;28;yes;no;cellular;14;may;175;1;358;2;failure;no;23132
31;blue-collar;married;secondary;no;536;yes;no;cellular;14;may;22;6;-1;0;nonexistent;no;23133
29;technician;married;tertiary;no;604;yes;no;cellular;14;may;430;4;-1;0;nonexistent;no;23134
50;blue-collar;married;secondary;no;2719;yes;no;cellular;14;may;97;2;-1;0;nonexistent;no;23135
52;self-employed;married;secondary;no;213;yes;no;cellular;14;may;164;2;-1;0;nonexistent;no;23136
35;technician;married;tertiary;no;4;yes;no;cellular;14;may;88;1;-1;0;nonexistent;no;23137
38;management;married;tertiary;no;89;yes;no;cellular;14;may;71;1;360;10;failure;no;23138
23;housemaid;single;secondary;no;650;yes;no;cellular;14;may;136;1;367;4;failure;no;23139
56;blue-collar;married;secondary;no;-256;yes;yes;cellular;14;may;92;1;370;2;failure;no;23140
37;blue-collar;married;primary;no;190;yes;no;cellular;14;may;17;6;-1;0;nonexistent;no;23141
39;blue-collar;single;primary;no;-100;yes;no;cellular;14;may;159;1;358;2;failure;no;23142
54;retired;divorced;tertiary;no;2682;yes;no;cellular;14;may;334;1;-1;0;nonexistent;no;23143
35;management;single;tertiary;no;478;yes;no;cellular;14;may;107;1;265;2;failure;no;23144
36;entrepreneur;divorced;secondary;no;2996;yes;no;cellular;14;may;104;1;-1;0;nonexistent;no;23145
47;blue-collar;married;primary;no;881;yes;no;cellular;14;may;143;1;370;2;failure;no;23146
46;blue-collar;married;secondary;no;130;yes;no;cellular;14;may;106;1;349;1;failure;no;23147
46;admin.;married;secondary;no;-236;yes;no;telephone;14;may;217;2;-1;0;nonexistent;no;23148
29;unemployed;married;tertiary;no;111;yes;no;cellular;14;may;216;1;-1;0;nonexistent;no;23149
32;technician;married;tertiary;no;15;no;no;cellular;14;may;226;1;346;1;failure;no;23150
55;services;single;secondary;no;1126;yes;no;telephone;14;may;166;1;-1;0;nonexistent;no;23151
38;blue-collar;married;primary;no;-42;yes;no;cellular;14;may;87;1;-1;0;nonexistent;no;23152
25;admin.;single;secondary;no;1235;yes;yes;cellular;14;may;64;1;349;3;failure;no;23153
34;blue-collar;single;secondary;no;62;yes;no;cellular;14;may;105;1;-1;0;nonexistent;no;23154
29;blue-collar;married;secondary;no;-312;yes;yes;cellular;14;may;130;2;-1;0;nonexistent;no;23155
28;blue-collar;married;tertiary;no;335;yes;no;cellular;14;may;256;1;322;3;success;no;23156
25;admin.;single;secondary;no;248;yes;no;cellular;14;may;121;1;-1;0;nonexistent;no;23157
50;management;single;secondary;no;4527;yes;no;cellular;14;may;140;1;-1;0;nonexistent;no;23158
37;management;married;tertiary;no;8821;yes;no;cellular;14;may;167;1;-1;0;nonexistent;no;23159
28;blue-collar;married;secondary;no;519;yes;yes;cellular;14;may;311;1;-1;0;nonexistent;no;23160
54;management;divorced;tertiary;no;-449;yes;no;cellular;14;may;691;1;-1;0;nonexistent;yes;23161
42;blue-collar;divorced;primary;no;1563;yes;no;cellular;14;may;164;2;364;1;failure;no;23162
43;services;married;primary;no;2567;yes;no;cellular;14;may;109;1;360;2;failure;no;23163
29;blue-collar;married;secondary;no;7863;yes;no;cellular;14;may;1129;1;-1;0;nonexistent;yes;23164
30;services;married;secondary;no;1222;yes;no;cellular;14;may;444;1;-1;0;nonexistent;no;23165
25;services;single;secondary;no;216;yes;no;cellular;14;may;175;3;-1;0;nonexistent;no;23166
35;blue-collar;divorced;secondary;no;336;yes;no;cellular;14;may;191;1;346;2;failure;yes;23167
52;blue-collar;married;secondary;no;633;yes;no;cellular;14;may;292;1;-1;0;nonexistent;no;23168
51;blue-collar;married;secondary;no;500;no;no;cellular;14;may;471;1;-1;0;nonexistent;no;23169
32;management;single;tertiary;no;499;yes;no;cellular;14;may;182;1;339;2;failure;no;23170
33;entrepreneur;married;tertiary;no;1145;yes;no;cellular;14;may;92;3;-1;0;nonexistent;no;23171
40;retired;single;primary;no;-79;no;no;cellular;14;may;396;1;370;1;failure;no;23172
56;retired;divorced;primary;no;48;yes;no;cellular;14;may;132;2;-1;0;nonexistent;no;23173
37;management;divorced;secondary;no;1287;yes;no;cellular;14;may;432;1;-1;0;nonexistent;no;23174
36;blue-collar;married;secondary;no;1049;yes;no;cellular;14;may;224;4;-1;0;nonexistent;yes;23175
37;services;married;secondary;no;6089;yes;no;cellular;14;may;616;2;-1;0;nonexistent;yes;23176
29;services;married;secondary;no;1002;yes;no;cellular;14;may;50;2;-1;0;nonexistent;no;23177
46;admin.;single;secondary;no;-976;yes;yes;cellular;14;may;111;1;-1;0;nonexistent;no;23178
34;blue-collar;married;primary;no;109;yes;no;cellular;14;may;685;2;-1;0;nonexistent;no;23179
44;self-employed;divorced;secondary;no;583;yes;no;cellular;14;may;423;3;-1;0;nonexistent;no;23180
34;blue-collar;married;secondary;no;332;no;no;cellular;14;may;134;2;-1;0;nonexistent;no;23181
56;admin.;single;secondary;no;3309;yes;no;cellular;14;may;65;1;-1;0;nonexistent;no;23182
34;admin.;married;secondary;no;384;yes;no;cellular;14;may;551;2;-1;0;nonexistent;no;23183
35;technician;married;secondary;no;222;yes;no;cellular;14;may;165;5;177;7;failure;no;23184
37;management;divorced;tertiary;no;-42;yes;no;cellular;14;may;668;2;-1;0;nonexistent;yes;23185
41;blue-collar;married;secondary;no;427;yes;yes;cellular;14;may;177;2;-1;0;nonexistent;no;23186
36;services;single;secondary;no;-267;yes;no;cellular;14;may;99;7;352;1;failure;no;23187
32;blue-collar;married;secondary;no;169;yes;no;cellular;14;may;291;2;-1;0;nonexistent;no;23188
39;management;divorced;tertiary;no;126;no;no;cellular;14;may;170;1;-1;0;nonexistent;no;23189
31;management;single;tertiary;no;0;yes;yes;cellular;14;may;117;3;352;3;failure;no;23190
34;blue-collar;married;secondary;no;2447;yes;no;cellular;14;may;330;2;-1;0;nonexistent;no;23191
42;services;married;primary;no;248;yes;no;cellular;14;may;480;2;-1;0;nonexistent;no;23192
29;admin.;single;secondary;no;891;yes;no;cellular;14;may;172;2;352;1;failure;no;23193
48;blue-collar;married;secondary;no;333;yes;no;cellular;14;may;24;6;-1;0;nonexistent;no;23194
40;blue-collar;married;primary;no;105;yes;no;cellular;14;may;143;2;370;2;failure;no;23195
35;blue-collar;single;primary;no;246;no;no;cellular;14;may;157;2;345;5;failure;no;23196
49;management;divorced;tertiary;no;1253;yes;no;cellular;14;may;83;2;-1;0;nonexistent;no;23197
37;services;single;secondary;no;887;no;no;cellular;14;may;553;2;-1;0;nonexistent;no;23198
37;blue-collar;married;secondary;no;561;yes;no;cellular;14;may;632;1;339;2;failure;no;23199
40;management;single;tertiary;no;2258;yes;no;cellular;14;may;115;3;287;2;failure;no;23200
45;admin.;divorced;tertiary;no;569;yes;no;cellular;14;may;228;1;-1;0;nonexistent;no;23201
